sku,upc,weight,height_cm,length_cm,width_cm,uom,image_url
BS24YWNYS,752044758408,0.2500,3.20,25.60,12.50,EA,http://champrosports.com/images/product/large/BS24_1_whitenavysleeve.jpg
BS24YWRYL,752044758507,0.2850,3.40,26.40,12.50,EA,http://champrosports.com/images/product/large/BS24_1_whiteroyalsleeve.jpg
BS24YWRYM,752044758514,0.2850,3.80,25.20,11.50,EA,http://champrosports.com/images/product/large/BS24_1_whiteroyalsleeve.jpg
BS24YWRYS,752044758521,0.2500,3.20,25.60,12.50,EA,http://champrosports.com/images/product/large/BS24_1_whiteroyalsleeve.jpg
BS24YWRYXL,752044758538,0.3250,5.10,15.00,13.40,EA,http://champrosports.com/images/product/large/BS24_1_whiteroyalsleeve.jpg
BS24YWSCL,752044758545,0.2850,3.40,26.40,12.50,EA,http://champrosports.com/images/product/large/BS24_1_whitescarletsleeve.jpg
BS24YWSCM,752044758552,0.2850,3.80,25.20,11.50,EA,http://champrosports.com/images/product/large/BS24_1_whitescarletsleeve.jpg
BS24YWSCS,752044758569,0.2500,3.20,25.60,12.50,EA,http://champrosports.com/images/product/large/BS24_1_whitescarletsleeve.jpg
BS24YWSCXL,752044758576,0.3250,5.10,15.00,13.40,EA,http://champrosports.com/images/product/large/BS24_1_whitescarletsleeve.jpg
BS25AGRRYS,752044755520,0.3500,3.50,27.60,12.60,EA,http://champrosports.com/images/product/large/BS25_1_greyroyalsleeve.jpg
BS25AGRSCS,752044755575,0.3500,3.50,27.60,12.60,EA,http://champrosports.com/images/product/large/BS25_1_greyscarletsleeve.jpg
BS25YGRBXL,752044761323,0.3450,3.40,26.10,12.80,EA,http://champrosports.com/images/product/large/BS25_1_greyblacksleeve.jpg
BS25YGRNYS,752044762160,0.2450,2.70,26.20,12.80,EA,http://champrosports.com/images/product/large/BS25_1_greynavysleeve.jpg
BS25YGRNYXL,752044762177,0.3450,3.40,26.10,12.80,EA,http://champrosports.com/images/product/large/BS25_1_greynavysleeve.jpg
BS25YGRRYM,752044762191,0.2850,4.10,26.30,11.10,EA,http://champrosports.com/images/product/large/BS25_1_greyroyalsleeve.jpg
BS25YGRRYS,752044762207,0.2450,2.70,26.20,12.80,EA,http://champrosports.com/images/product/large/BS25_1_greyroyalsleeve.jpg
BS25YGRRYXL,752044762214,0.3450,3.40,26.10,12.80,EA,http://champrosports.com/images/product/large/BS25_1_greyroyalsleeve.jpg
BS25YGRSCM,752044761347,0.2850,4.10,26.30,11.10,EA,http://champrosports.com/images/product/large/BS25_1_greyscarletsleeve.jpg
BS25YGRSCS,752044761330,0.2450,2.70,26.20,12.80,EA,http://champrosports.com/images/product/large/BS25_1_greyscarletsleeve.jpg
BS25YGRSCXL,752044761361,0.3450,3.40,26.10,12.80,EA,http://champrosports.com/images/product/large/BS25_1_greyscarletsleeve.jpg
BS28GBWM,752044867551,0.2550,2.70,21.80,13.40,EA,http://champrosports.com/images/product/large/BS28_1_blackwhite.jpg
BS28GBWS,752044867544,0.2200,2.60,21.10,12.20,EA,http://champrosports.com/images/product/large/BS28_1_blackwhite.jpg
BS28GFUWL,752044867599,0.2800,3.00,21.70,12.50,EA,http://champrosports.com/images/product/large/BS28_1_fuchsiawhite.jpg
BS28GFUWS,752044867575,0.2200,2.60,21.10,12.20,EA,http://champrosports.com/images/product/large/BS28_1_fuchsiawhite.jpg
BS28GGPHWL,752044867834,0.2800,3.00,21.70,12.50,EA,http://champrosports.com/images/product/large/BS28_1_graphitewhite.jpg
BS28GGPHWS,752044867810,0.2200,2.60,21.10,12.20,EA,http://champrosports.com/images/product/large/BS28_1_graphitewhite.jpg
BS28GGRBL,752044867629,0.2800,3.00,21.70,12.50,EA,http://champrosports.com/images/product/large/BS28_1_greyblack.jpg
BS28GGRBM,752044867612,0.2550,2.70,21.80,13.40,EA,http://champrosports.com/images/product/large/BS28_1_greyblack.jpg
BS28GGRBS,752044867605,0.2200,2.60,21.10,12.20,EA,http://champrosports.com/images/product/large/BS28_1_greyblack.jpg
BS28GLBWL,752044867773,0.2800,3.00,21.70,12.50,EA,http://champrosports.com/images/product/large/BS28_1_lightbluewhite.jpg
BS28GLBWM,752044867766,0.2550,2.70,21.80,13.40,EA,http://champrosports.com/images/product/large/BS28_1_lightbluewhite.jpg
BS28GLBWS,752044867759,0.2200,2.60,21.10,12.20,EA,http://champrosports.com/images/product/large/BS28_1_lightbluewhite.jpg
BS28GNYWL,752044867650,0.2800,3.00,21.70,12.50,EA,http://champrosports.com/images/product/large/BS28_1_navywhite.jpg
BS28GOYWL,752044867803,0.2800,3.00,21.70,12.50,EA,http://champrosports.com/images/product/large/BS28_1_opticyellowwhite.jpg
BS28GOYWS,752044867780,0.2200,2.60,21.10,12.20,EA,http://champrosports.com/images/product/large/BS28_1_opticyellowwhite.jpg
BS28GRYWL,752044867681,0.2800,3.00,21.70,12.50,EA,http://champrosports.com/images/product/large/BS28_1_royalwhite.jpg
BS28GRYWS,752044867667,0.2200,2.60,21.10,12.20,EA,http://champrosports.com/images/product/large/BS28_1_royalwhite.jpg
BS28GSCWM,752044867704,0.2550,2.70,21.80,13.40,EA,http://champrosports.com/images/product/large/BS28_1_scarletwhite.jpg
BS28GSCWS,752044867698,0.2200,2.60,21.10,12.20,EA,http://champrosports.com/images/product/large/BS28_1_scarletwhite.jpg
BS28GWGRL,752044867742,0.2800,3.00,21.70,12.50,EA,http://champrosports.com/images/product/large/BS28_1_whitegrey.jpg
BS28GWGRS,752044867728,0.2200,2.60,21.10,12.20,EA,http://champrosports.com/images/product/large/BS28_1_whitegrey.jpg
BS28WBW2XL,752044867087,0.4200,3.40,24.90,12.80,EA,http://champrosports.com/images/product/large/BS28_1_blackwhite.jpg
BS28WBWXL,752044867070,0.3950,3.70,25.00,12.20,EA,http://champrosports.com/images/product/large/BS28_1_blackwhite.jpg
BS28WFUWL,752044867117,0.3650,3.70,23.40,12.20,EA,http://champrosports.com/images/product/large/BS28_1_fuchsiawhite.jpg
BS28WFUWM,752044867100,0.3400,3.60,24.20,13.60,EA,http://champrosports.com/images/product/large/BS28_1_fuchsiawhite.jpg
BS28WGPHWS,752044867490,0.3150,2.90,23.80,12.80,EA,http://champrosports.com/images/product/large/BS28_1_graphitewhite.jpg
BS28WGRB2XL,752044867186,0.4200,3.40,24.90,12.80,EA,http://champrosports.com/images/product/large/BS28_1_greyblack.jpg
BS28WGRBS,752044867148,0.3150,2.90,23.80,12.80,EA,http://champrosports.com/images/product/large/BS28_1_greyblack.jpg
BS28WLBWXL,752044867421,0.3950,3.70,25.00,12.20,EA,http://champrosports.com/images/product/large/BS28_1_lightbluewhite.jpg
BS28WNYW2XL,752044867230,0.4200,3.40,24.90,12.80,EA,http://champrosports.com/images/product/large/BS28_1_navywhite.jpg
BS28WNYWS,752044867193,0.3150,2.90,23.80,12.80,EA,http://champrosports.com/images/product/large/BS28_1_navywhite.jpg
BS28WNYWXL,752044867223,0.3950,3.70,25.00,12.20,EA,http://champrosports.com/images/product/large/BS28_1_navywhite.jpg
BS28WOYW2XL,752044867483,0.4200,3.40,24.90,12.80,EA,http://champrosports.com/images/product/large/BS28_1_opticyellowwhite.jpg
BS28WOYWL,752044867469,0.3650,3.70,23.40,12.20,EA,http://champrosports.com/images/product/large/BS28_1_opticyellowwhite.jpg
BS28WOYWM,752044867452,0.3400,3.60,24.20,13.60,EA,http://champrosports.com/images/product/large/BS28_1_opticyellowwhite.jpg
BS28WOYWS,752044867445,0.3150,2.90,23.80,12.80,EA,http://champrosports.com/images/product/large/BS28_1_opticyellowwhite.jpg
BS28WOYWXL,752044867476,0.3950,3.70,25.00,12.20,EA,http://champrosports.com/images/product/large/BS28_1_opticyellowwhite.jpg
BS28WRYW2XL,752044867285,0.4200,3.40,24.90,12.80,EA,http://champrosports.com/images/product/large/BS28_1_royalwhite.jpg
BS28WRYWL,752044867261,0.3650,3.70,23.40,12.20,EA,http://champrosports.com/images/product/large/BS28_1_royalwhite.jpg
BS28WRYWS,752044867247,0.3150,2.90,23.80,12.80,EA,http://champrosports.com/images/product/large/BS28_1_royalwhite.jpg
BS28WRYWXL,752044867278,0.3950,3.70,25.00,12.20,EA,http://champrosports.com/images/product/large/BS28_1_royalwhite.jpg
BS28WSCW2XL,752044867339,0.4200,3.40,24.90,12.80,EA,http://champrosports.com/images/product/large/BS28_1_scarletwhite.jpg
BS28WSCWL,752044867315,0.3650,3.70,23.40,12.20,EA,http://champrosports.com/images/product/large/BS28_1_scarletwhite.jpg
BS28WSCWS,752044867292,0.3150,2.90,23.80,12.80,EA,http://champrosports.com/images/product/large/BS28_1_scarletwhite.jpg
BS28WSCWXL,752044867322,0.3950,3.70,25.00,12.20,EA,http://champrosports.com/images/product/large/BS28_1_scarletwhite.jpg
BS28WWGR2XL,752044867384,0.4200,3.40,24.90,12.80,EA,http://champrosports.com/images/product/large/BS28_1_whitegrey.jpg
BS30GBWL,752044868466,0.2200,2.70,20.80,11.50,EA,http://champrosports.com/images/product/large/BS30_1_blackwhite.jpg
BS30GBWS,752044868442,0.1700,2.30,21.80,11.30,EA,http://champrosports.com/images/product/large/BS30_1_blackwhite.jpg
BS30GFGWS,752044868657,0.1700,2.30,21.80,11.30,EA,http://champrosports.com/images/product/large/BS30_1_forestgreenwhite.jpg
BS30GGOWL,752044868794,0.2200,2.70,20.80,11.50,EA,http://champrosports.com/images/product/large/BS30_1_goldwhite.jpg
BS30GGOWM,752044868787,0.1950,2.60,21.10,11.20,EA,http://champrosports.com/images/product/large/BS30_1_goldwhite.jpg
BS30GGOWS,752044868770,0.1700,2.30,21.80,11.30,EA,http://champrosports.com/images/product/large/BS30_1_goldwhite.jpg
BS30GGPHWS,752044868718,0.1700,2.30,21.80,11.30,EA,http://champrosports.com/images/product/large/BS30_1_graphitewhite.jpg
BS30GGRBL,752044868527,0.2200,2.70,20.80,11.50,EA,http://champrosports.com/images/product/large/BS30_1_greyblack.jpg
BS30GGRBM,752044868510,0.1950,2.60,21.10,11.20,EA,http://champrosports.com/images/product/large/BS30_1_greyblack.jpg
BS30GGRBS,752044868503,0.1700,2.30,21.80,11.30,EA,http://champrosports.com/images/product/large/BS30_1_greyblack.jpg
BS30GMAWM,752044868756,0.1950,2.60,21.10,11.20,EA,http://champrosports.com/images/product/large/BS30_1_maroonwhite.jpg
BS30GMAWS,752044868749,0.1700,2.30,21.80,11.30,EA,http://champrosports.com/images/product/large/BS30_1_maroonwhite.jpg
BS30GNYWM,752044868541,0.1950,2.60,21.10,11.20,EA,http://champrosports.com/images/product/large/BS30_1_navywhite.jpg
BS30GORWL,752044868701,0.2200,2.70,20.80,11.50,EA,http://champrosports.com/images/product/large/BS30_1_orangewhite.jpg
BS30GPUWM,752044868480,0.1950,2.60,21.10,11.20,EA,http://champrosports.com/images/product/large/BS30_1_purplewhite.jpg
BS30GPUWS,752044868473,0.1700,2.30,21.80,11.30,EA,http://champrosports.com/images/product/large/BS30_1_purplewhite.jpg
BS30GRYWS,752044868565,0.1700,2.30,21.80,11.30,EA,http://champrosports.com/images/product/large/BS30_1_royalwhite.jpg
BS30GWGRS,752044868626,0.1700,2.30,21.80,11.30,EA,http://champrosports.com/images/product/large/BS30_1_whitegrey.jpg
BS30WBW2XL,752044867889,0.3200,2.90,25.60,12.60,EA,http://champrosports.com/images/product/large/BS30_1_blackwhite.jpg
BS30WBWL,752044867865,0.2800,2.60,22.90,14.00,EA,http://champrosports.com/images/product/large/BS30_1_blackwhite.jpg
BS30WBWM,752044867858,0.2550,2.80,21.20,13.30,EA,http://champrosports.com/images/product/large/BS30_1_blackwhite.jpg
BS30WFGW2XL,752044868237,0.3200,2.90,25.60,12.60,EA,http://champrosports.com/images/product/large/BS30_1_forestgreenwhite.jpg
BS30WFGWL,752044868213,0.2800,2.60,22.90,14.00,EA,http://champrosports.com/images/product/large/BS30_1_forestgreenwhite.jpg
BS30WFGWM,752044868206,0.2550,2.80,21.20,13.30,EA,http://champrosports.com/images/product/large/BS30_1_forestgreenwhite.jpg
BS30WFGWXL,752044868220,0.3000,2.50,26.50,12.10,EA,http://champrosports.com/images/product/large/BS30_1_forestgreenwhite.jpg
BS30WGOWXL,752044868428,0.3000,2.50,26.50,12.10,EA,http://champrosports.com/images/product/large/BS30_1_goldwhite.jpg
BS30WGPHWL,752044868312,0.2800,2.60,22.90,14.00,EA,http://champrosports.com/images/product/large/BS30_1_graphitewhite.jpg
BS30WGPHWXL,752044868329,0.3000,2.50,26.50,12.10,EA,http://champrosports.com/images/product/large/BS30_1_graphitewhite.jpg
BS30WGRB2XL,752044867988,0.3200,2.90,25.60,12.60,EA,http://champrosports.com/images/product/large/BS30_1_greyblack.jpg
BS30WMAW2XL,752044868381,0.3200,2.90,25.60,12.60,EA,http://champrosports.com/images/product/large/BS30_1_maroonwhite.jpg
BS30WMAWL,752044868367,0.2800,2.60,22.90,14.00,EA,http://champrosports.com/images/product/large/BS30_1_maroonwhite.jpg
BS30WMAWXL,752044868374,0.3000,2.50,26.50,12.10,EA,http://champrosports.com/images/product/large/BS30_1_maroonwhite.jpg
BS30WNYW2XL,752044868039,0.3200,2.90,25.60,12.60,EA,http://champrosports.com/images/product/large/BS30_1_navywhite.jpg
BS30WNYWL,752044868015,0.2800,2.60,22.90,14.00,EA,http://champrosports.com/images/product/large/BS30_1_navywhite.jpg
BS30WORW2XL,752044868282,0.3200,2.90,25.60,12.60,EA,http://champrosports.com/images/product/large/BS30_1_orangewhite.jpg
BS30WPUW2XL,752044867933,0.3200,2.90,25.60,12.60,EA,http://champrosports.com/images/product/large/BS30_1_purplewhite.jpg
BS30WPUWL,752044867919,0.2800,2.60,22.90,14.00,EA,http://champrosports.com/images/product/large/BS30_1_purplewhite.jpg
BS30WPUWXL,752044867926,0.3000,2.50,26.50,12.10,EA,http://champrosports.com/images/product/large/BS30_1_purplewhite.jpg
BS30WRYWXL,752044868077,0.3000,2.50,26.50,12.10,EA,http://champrosports.com/images/product/large/BS30_1_royalwhite.jpg
BS30WSCW2XL,752044868138,0.3200,2.90,25.60,12.60,EA,http://champrosports.com/images/product/large/BS30_1_scarletwhite.jpg
BS30WSCWXL,752044868121,0.3000,2.50,26.50,12.10,EA,http://champrosports.com/images/product/large/BS30_1_scarletwhite.jpg
BS30WWGR2XL,752044868183,0.3200,2.90,25.60,12.60,EA,http://champrosports.com/images/product/large/BS30_1_whitegrey.jpg
BS33ABWGPH2XL,752044820808,0.8000,6.00,27.90,12.30,EA,http://champrosports.com/images/product/large/BS33_1_blackwhitegraphite.jpg
BS33ABWGPH3XL,752044820815,0.8150,6.30,27.40,12.90,EA,http://champrosports.com/images/product/large/BS33_1_blackwhitegraphite.jpg
BS33ABWGPHL,752044820785,0.6200,4.60,28.00,11.40,EA,http://champrosports.com/images/product/large/BS33_1_blackwhitegraphite.jpg
BS33ABWGPHM,752044820778,0.5950,5.10,27.60,11.60,EA,http://champrosports.com/images/product/large/BS33_1_blackwhitegraphite.jpg
BS33ABWGPHS,752044820761,0.5800,5.30,27.40,10.70,EA,http://champrosports.com/images/product/large/BS33_1_blackwhitegraphite.jpg
BS33ABWGPHXL,752044820792,0.7250,5.80,26.10,12.80,EA,http://champrosports.com/images/product/large/BS33_1_blackwhitegraphite.jpg
BS33AFGWGPH2XL,752044820860,0.0000,6.00,27.90,12.30,EA,http://champrosports.com/images/product/large/BS33_1_forestgreenwhitegraphite.jpg
BS33AFGWGPH3XL,752044820877,0.0000,6.30,27.40,12.90,EA,http://champrosports.com/images/product/large/BS33_1_forestgreenwhitegraphite.jpg
BS33AFGWGPHL,752044820846,0.0000,4.60,28.00,11.40,EA,http://champrosports.com/images/product/large/BS33_1_forestgreenwhitegraphite.jpg
BS33AFGWGPHM,752044820839,0.0000,5.10,27.60,11.60,EA,http://champrosports.com/images/product/large/BS33_1_forestgreenwhitegraphite.jpg
BS33AFGWGPHS,752044820822,0.0000,5.30,27.40,10.70,EA,http://champrosports.com/images/product/large/BS33_1_forestgreenwhitegraphite.jpg
BS33AFGWGPHXL,752044820853,0.0000,5.80,26.10,12.80,EA,http://champrosports.com/images/product/large/BS33_1_forestgreenwhitegraphite.jpg
BS33AGPHBW2XL,752044820921,0.8000,6.00,27.90,12.30,EA,http://champrosports.com/images/product/large/BS33_1_graphiteblackwhite.jpg
BS33AGPHBW3XL,752044820938,0.8150,6.30,27.40,12.90,EA,http://champrosports.com/images/product/large/BS33_1_graphiteblackwhite.jpg
BS33AGPHBWL,752044820907,0.6200,4.60,28.00,11.40,EA,http://champrosports.com/images/product/large/BS33_1_graphiteblackwhite.jpg
BS33AGPHBWM,752044820891,0.5950,5.10,27.60,11.60,EA,http://champrosports.com/images/product/large/BS33_1_graphiteblackwhite.jpg
BS33AGPHBWS,752044820884,0.5800,5.30,27.40,10.70,EA,http://champrosports.com/images/product/large/BS33_1_graphiteblackwhite.jpg
BS33AGPHBWXL,752044820914,0.7250,5.80,26.10,12.80,EA,http://champrosports.com/images/product/large/BS33_1_graphiteblackwhite.jpg
BS33AMAWGPH2XL,752044820983,0.8000,6.00,27.90,12.30,EA,http://champrosports.com/images/product/large/BS33_1_maroonwhitegraphite.jpg
BS33AMAWGPH3XL,752044820990,0.8150,6.30,27.40,12.90,EA,http://champrosports.com/images/product/large/BS33_1_maroonwhitegraphite.jpg
BS33AMAWGPHL,752044820969,0.6200,4.60,28.00,11.40,EA,http://champrosports.com/images/product/large/BS33_1_maroonwhitegraphite.jpg
BS33AMAWGPHM,752044820952,0.5950,5.10,27.60,11.60,EA,http://champrosports.com/images/product/large/BS33_1_maroonwhitegraphite.jpg
BS33AMAWGPHS,752044820945,0.5800,5.30,27.40,10.70,EA,http://champrosports.com/images/product/large/BS33_1_maroonwhitegraphite.jpg
BS33AMAWGPHXL,752044820976,0.7250,5.80,26.10,12.80,EA,http://champrosports.com/images/product/large/BS33_1_maroonwhitegraphite.jpg
BS33ANYWGPH2XL,752044821041,0.0000,6.00,27.90,12.30,EA,http://champrosports.com/images/product/large/BS33_1_navywhitegraphite.jpg
BS33ANYWGPH3XL,752044821058,0.0000,6.30,27.40,12.90,EA,http://champrosports.com/images/product/large/BS33_1_navywhitegraphite.jpg
BS33ANYWGPHL,752044821027,0.0000,4.60,28.00,11.40,EA,http://champrosports.com/images/product/large/BS33_1_navywhitegraphite.jpg
BS33ANYWGPHM,752044821010,0.0000,5.10,27.60,11.60,EA,http://champrosports.com/images/product/large/BS33_1_navywhitegraphite.jpg
BS33ANYWGPHS,752044821003,0.0000,5.30,27.40,10.70,EA,http://champrosports.com/images/product/large/BS33_1_navywhitegraphite.jpg
BS33AORWGPH2XL,752044821102,0.8000,6.00,27.90,12.30,EA,http://champrosports.com/images/product/large/BS33_1_orangewhitegraphite.jpg
BS33AORWGPH3XL,752044821119,0.8150,6.30,27.40,12.90,EA,http://champrosports.com/images/product/large/BS33_1_orangewhitegraphite.jpg
BS33AORWGPHL,752044821089,0.6200,4.60,28.00,11.40,EA,http://champrosports.com/images/product/large/BS33_1_orangewhitegraphite.jpg
BS33AORWGPHM,752044821072,0.5950,5.10,27.60,11.60,EA,http://champrosports.com/images/product/large/BS33_1_orangewhitegraphite.jpg
BS33AORWGPHS,752044821065,0.5800,5.30,27.40,10.70,EA,http://champrosports.com/images/product/large/BS33_1_orangewhitegraphite.jpg
BS33AORWGPHXL,752044821096,0.7250,5.80,26.10,12.80,EA,http://champrosports.com/images/product/large/BS33_1_orangewhitegraphite.jpg
BS33APUWGPH2XL,752044821164,0.8000,6.00,27.90,12.30,EA,http://champrosports.com/images/product/large/BS33_1_purplewhitegraphite.jpg
BS33APUWGPH3XL,752044821171,0.8150,6.30,27.40,12.90,EA,http://champrosports.com/images/product/large/BS33_1_purplewhitegraphite.jpg
BS33APUWGPHL,752044821140,0.6200,4.60,28.00,11.40,EA,http://champrosports.com/images/product/large/BS33_1_purplewhitegraphite.jpg
BS33APUWGPHM,752044821133,0.5950,5.10,27.60,11.60,EA,http://champrosports.com/images/product/large/BS33_1_purplewhitegraphite.jpg
BS33APUWGPHS,752044821126,0.5800,5.30,27.40,10.70,EA,http://champrosports.com/images/product/large/BS33_1_purplewhitegraphite.jpg
BS33ARYWGPH2XL,752044821225,0.8000,6.00,27.90,12.30,EA,http://champrosports.com/images/product/large/BS33_1_royalwhitegraphite.jpg
BS33ARYWGPH3XL,752044821232,0.8150,6.30,27.40,12.90,EA,http://champrosports.com/images/product/large/BS33_1_royalwhitegraphite.jpg
BS33ARYWGPHL,752044821201,0.6200,4.60,28.00,11.40,EA,http://champrosports.com/images/product/large/BS33_1_royalwhitegraphite.jpg
BS33ARYWGPHM,752044821195,0.5950,5.10,27.60,11.60,EA,http://champrosports.com/images/product/large/BS33_1_royalwhitegraphite.jpg
BS33ARYWGPHS,752044821188,0.5800,5.30,27.40,10.70,EA,http://champrosports.com/images/product/large/BS33_1_royalwhitegraphite.jpg
BS33ASCWGPH2XL,752044821287,0.0000,6.00,27.90,12.30,EA,http://champrosports.com/images/product/large/BS33_1_scarletwhitegraphite.jpg
BS33ASCWGPH3XL,752044821294,0.0000,6.30,27.40,12.90,EA,http://champrosports.com/images/product/large/BS33_1_scarletwhitegraphite.jpg
BS33ASCWGPHM,752044821256,0.0000,5.10,27.60,11.60,EA,http://champrosports.com/images/product/large/BS33_1_scarletwhitegraphite.jpg
BS33ASCWGPHS,752044821249,0.0000,5.30,27.40,10.70,EA,http://champrosports.com/images/product/large/BS33_1_scarletwhitegraphite.jpg
BS33ASCWGPHXL,752044821270,0.0000,5.80,26.10,12.80,EA,http://champrosports.com/images/product/large/BS33_1_scarletwhitegraphite.jpg
BS33AWBGR2XL,752044821348,0.8000,6.00,27.90,12.30,EA,http://champrosports.com/images/product/large/BS33_1_whiteblackgrey.jpg
BS33AWBGR3XL,752044821355,0.8150,6.30,27.40,12.90,EA,http://champrosports.com/images/product/large/BS33_1_whiteblackgrey.jpg
BS33AWBGRL,752044821324,0.6200,4.60,28.00,11.40,EA,http://champrosports.com/images/product/large/BS33_1_whiteblackgrey.jpg
BS33AWBGRM,752044821317,0.5950,5.10,27.60,11.60,EA,http://champrosports.com/images/product/large/BS33_1_whiteblackgrey.jpg
BS33AWBGRS,752044821300,0.5800,5.30,27.40,10.70,EA,http://champrosports.com/images/product/large/BS33_1_whiteblackgrey.jpg
BS33AWBGRXL,752044821331,0.7250,5.80,26.10,12.80,EA,http://champrosports.com/images/product/large/BS33_1_whiteblackgrey.jpg
BS33YBWGPHL,752044820389,0.4650,3.70,22.70,14.90,EA,http://champrosports.com/images/product/large/BS33_1_blackwhitegraphite.jpg
BS33YBWGPHM,752044820372,0.4050,4.00,21.30,12.70,EA,http://champrosports.com/images/product/large/BS33_1_blackwhitegraphite.jpg
BS33YBWGPHS,752044820365,0.3600,3.70,19.40,13.90,EA,http://champrosports.com/images/product/large/BS33_1_blackwhitegraphite.jpg
BS33YBWGPHXL,752044820396,0.5250,3.80,24.80,14.10,EA,http://champrosports.com/images/product/large/BS33_1_blackwhitegraphite.jpg
BS33YFGWGPHM,752044820419,0.0000,4.00,21.30,12.70,EA,http://champrosports.com/images/product/large/BS33_1_forestgreenwhitegraphite.jpg
BS33YFGWGPHS,752044820402,0.0000,3.70,19.40,13.90,EA,http://champrosports.com/images/product/large/BS33_1_forestgreenwhitegraphite.jpg
BS33YFGWGPHXL,752044820433,0.0000,3.80,24.80,14.10,EA,http://champrosports.com/images/product/large/BS33_1_forestgreenwhitegraphite.jpg
BS33YGPHBWL,752044820464,0.4650,3.70,22.70,14.90,EA,http://champrosports.com/images/product/large/BS33_1_graphiteblackwhite.jpg
BS33YGPHBWM,752044820457,0.4050,4.00,21.30,12.70,EA,http://champrosports.com/images/product/large/BS33_1_graphiteblackwhite.jpg
BS33YGPHBWS,752044820440,0.3600,3.70,19.40,13.90,EA,http://champrosports.com/images/product/large/BS33_1_graphiteblackwhite.jpg
BS33YGPHBWXL,752044820471,0.5250,3.80,24.80,14.10,EA,http://champrosports.com/images/product/large/BS33_1_graphiteblackwhite.jpg
BS33YMAWGPHL,752044820501,0.4650,3.70,22.70,14.90,EA,http://champrosports.com/images/product/large/BS33_1_maroonwhitegraphite.jpg
BS33YMAWGPHM,752044820495,0.4050,4.00,21.30,12.70,EA,http://champrosports.com/images/product/large/BS33_1_maroonwhitegraphite.jpg
BS33YMAWGPHS,752044820488,0.3600,3.70,19.40,13.90,EA,http://champrosports.com/images/product/large/BS33_1_maroonwhitegraphite.jpg
BS33YMAWGPHXL,752044820518,0.5250,3.80,24.80,14.10,EA,http://champrosports.com/images/product/large/BS33_1_maroonwhitegraphite.jpg
BS33YNYWGPHL,752044820549,0.0000,3.70,22.70,14.90,EA,http://champrosports.com/images/product/large/BS33_1_navywhitegraphite.jpg
BS33YNYWGPHM,752044820532,0.0000,4.00,21.30,12.70,EA,http://champrosports.com/images/product/large/BS33_1_navywhitegraphite.jpg
BS33YNYWGPHS,752044820525,0.0000,3.70,19.40,13.90,EA,http://champrosports.com/images/product/large/BS33_1_navywhitegraphite.jpg
BS33YNYWGPHXL,752044820556,0.0000,3.80,24.80,14.10,EA,http://champrosports.com/images/product/large/BS33_1_navywhitegraphite.jpg
BS33YORWGPHL,752044820587,0.4650,3.70,22.70,14.90,EA,http://champrosports.com/images/product/large/BS33_1_orangewhitegraphite.jpg
BS33YORWGPHM,752044820570,0.4050,4.00,21.30,12.70,EA,http://champrosports.com/images/product/large/BS33_1_orangewhitegraphite.jpg
BS33YORWGPHS,752044820563,0.3600,3.70,19.40,13.90,EA,http://champrosports.com/images/product/large/BS33_1_orangewhitegraphite.jpg
BS33YORWGPHXL,752044820594,0.5250,3.80,24.80,14.10,EA,http://champrosports.com/images/product/large/BS33_1_orangewhitegraphite.jpg
BS33YPUWGPHL,752044820624,0.4650,3.70,22.70,14.90,EA,http://champrosports.com/images/product/large/BS33_1_purplewhitegraphite.jpg
BS33YPUWGPHM,752044820617,0.4050,4.00,21.30,12.70,EA,http://champrosports.com/images/product/large/BS33_1_purplewhitegraphite.jpg
BS33YPUWGPHS,752044820600,0.3600,3.70,19.40,13.90,EA,http://champrosports.com/images/product/large/BS33_1_purplewhitegraphite.jpg
BS33YPUWGPHXL,752044820631,0.5250,3.80,24.80,14.10,EA,http://champrosports.com/images/product/large/BS33_1_purplewhitegraphite.jpg
BS33YRYWGPHL,752044820662,0.4650,3.70,22.70,14.90,EA,http://champrosports.com/images/product/large/BS33_1_royalwhitegraphite.jpg
BS33YRYWGPHM,752044820655,0.4050,4.00,21.30,12.70,EA,http://champrosports.com/images/product/large/BS33_1_royalwhitegraphite.jpg
BS33YRYWGPHS,752044820648,0.3600,3.70,19.40,13.90,EA,http://champrosports.com/images/product/large/BS33_1_royalwhitegraphite.jpg
BS33YRYWGPHXL,752044820679,0.5250,3.80,24.80,14.10,EA,http://champrosports.com/images/product/large/BS33_1_royalwhitegraphite.jpg
BS33YSCWGPHL,752044820709,0.0000,3.70,22.70,14.90,EA,http://champrosports.com/images/product/large/BS33_1_scarletwhitegraphite.jpg
BS33YSCWGPHM,752044820693,0.0000,4.00,21.30,12.70,EA,http://champrosports.com/images/product/large/BS33_1_scarletwhitegraphite.jpg
BS33YSCWGPHS,752044820686,0.0000,3.70,19.40,13.90,EA,http://champrosports.com/images/product/large/BS33_1_scarletwhitegraphite.jpg
BS33YSCWGPHXL,752044820716,0.0000,3.80,24.80,14.10,EA,http://champrosports.com/images/product/large/BS33_1_scarletwhitegraphite.jpg
BS33YWBGRL,752044820747,0.4650,3.70,22.70,14.90,EA,http://champrosports.com/images/product/large/BS33_1_whiteblackgrey.jpg
BS33YWBGRM,752044820730,0.4050,4.00,21.30,12.70,EA,http://champrosports.com/images/product/large/BS33_1_whiteblackgrey.jpg
