sku,upc,weight,height_cm,length_cm,width_cm,uom,image_url
BST85AMA4XL,752044838513,0.5450,3.70,26.70,14.50,EA,http://champrosports.com/images/product/large/BST85_1_maroon.jpg
BST85AMAL,752044814722,0.4100,3.20,26.50,14.00,EA,http://champrosports.com/images/product/large/BST85_1_maroon.jpg
BST85AMAM,752044814715,0.3700,3.60,25.40,12.50,EA,http://champrosports.com/images/product/large/BST85_1_maroon.jpg
BST85AMAS,752044814708,0.3400,3.00,25.00,13.40,EA,http://champrosports.com/images/product/large/BST85_1_maroon.jpg
BST85AMAXL,752044814739,0.4300,3.50,27.00,13.90,EA,http://champrosports.com/images/product/large/BST85_1_maroon.jpg
BST85ANY2XL,752044814043,0.4600,1.70,26.70,25.50,EA,http://champrosports.com/images/product/large/BST85_1_navy.jpg
BST85ANY3XL,752044814050,0.5050,3.70,26.60,13.30,EA,http://champrosports.com/images/product/large/BST85_1_navy.jpg
BST85ANY4XL,752044838520,0.5450,3.70,26.70,14.50,EA,http://champrosports.com/images/product/large/BST85_1_navy.jpg
BST85ANYL,752044814029,0.4100,3.20,26.50,14.00,EA,http://champrosports.com/images/product/large/BST85_1_navy.jpg
BST85ANYM,752044814012,0.3700,3.60,25.40,12.50,EA,http://champrosports.com/images/product/large/BST85_1_navy.jpg
BST85ANYS,752044814005,0.3400,3.00,25.00,13.40,EA,http://champrosports.com/images/product/large/BST85_1_navy.jpg
BST85ANYXL,752044814036,0.4300,3.50,27.00,13.90,EA,http://champrosports.com/images/product/large/BST85_1_navy.jpg
BST85AOR2XL,752044814845,0.4600,1.70,26.70,25.50,EA,http://champrosports.com/images/product/large/BST85_1_orange.jpg
BST85AOR3XL,752044814852,0.5050,3.70,26.60,13.30,EA,http://champrosports.com/images/product/large/BST85_1_orange.jpg
BST85AOR4XL,752044838537,0.5450,3.70,26.70,14.50,EA,http://champrosports.com/images/product/large/BST85_1_orange.jpg
BST85AORL,752044814821,0.4100,3.20,26.50,14.00,EA,http://champrosports.com/images/product/large/BST85_1_orange.jpg
BST85AORM,752044814814,0.3700,3.60,25.40,12.50,EA,http://champrosports.com/images/product/large/BST85_1_orange.jpg
BST85AORS,752044814807,0.3400,3.00,25.00,13.40,EA,http://champrosports.com/images/product/large/BST85_1_orange.jpg
BST85AORXL,752044814838,0.4300,3.50,27.00,13.90,EA,http://champrosports.com/images/product/large/BST85_1_orange.jpg
BST85APU2XL,752044814647,0.4600,1.70,26.70,25.50,EA,http://champrosports.com/images/product/large/BST85_1_purple.jpg
BST85APU3XL,752044814654,0.5050,3.70,26.60,13.30,EA,http://champrosports.com/images/product/large/BST85_1_purple.jpg
BST85APU4XL,752044838544,0.5450,3.70,26.70,14.50,EA,http://champrosports.com/images/product/large/BST85_1_purple.jpg
BST85APUL,752044814623,0.4100,3.20,26.50,14.00,EA,http://champrosports.com/images/product/large/BST85_1_purple.jpg
BST85APUM,752044814616,0.3700,3.60,25.40,12.50,EA,http://champrosports.com/images/product/large/BST85_1_purple.jpg
BST85APUS,752044814609,0.3400,3.00,25.00,13.40,EA,http://champrosports.com/images/product/large/BST85_1_purple.jpg
BST85APUXL,752044814630,0.4300,3.50,27.00,13.90,EA,http://champrosports.com/images/product/large/BST85_1_purple.jpg
BST85ARY2XL,752044814142,0.4600,1.70,26.70,25.50,EA,http://champrosports.com/images/product/large/BST85_1_royal.jpg
BST85ARY3XL,752044814159,0.5050,3.70,26.60,13.30,EA,http://champrosports.com/images/product/large/BST85_1_royal.jpg
BST85ARY4XL,752044838551,0.5450,3.70,26.70,14.50,EA,http://champrosports.com/images/product/large/BST85_1_royal.jpg
BST85ARYL,752044814128,0.4100,3.20,26.50,14.00,EA,http://champrosports.com/images/product/large/BST85_1_royal.jpg
BST85ARYM,752044814111,0.3700,3.60,25.40,12.50,EA,http://champrosports.com/images/product/large/BST85_1_royal.jpg
BST85ARYS,752044814104,0.3400,3.00,25.00,13.40,EA,http://champrosports.com/images/product/large/BST85_1_royal.jpg
BST85ARYXL,752044814135,0.4300,3.50,27.00,13.90,EA,http://champrosports.com/images/product/large/BST85_1_royal.jpg
BST85ASC2XL,752044814241,0.4600,1.70,26.70,25.50,EA,http://champrosports.com/images/product/large/BST85_1_scarlet.jpg
BST85ASC3XL,752044814258,0.5050,3.70,26.60,13.30,EA,http://champrosports.com/images/product/large/BST85_1_scarlet.jpg
BST85ASC4XL,752044838568,0.5450,3.70,26.70,14.50,EA,http://champrosports.com/images/product/large/BST85_1_scarlet.jpg
BST85ASCL,752044814227,0.4100,3.20,26.50,14.00,EA,http://champrosports.com/images/product/large/BST85_1_scarlet.jpg
BST85ASCM,752044814210,0.3700,3.60,25.40,12.50,EA,http://champrosports.com/images/product/large/BST85_1_scarlet.jpg
BST85ASCS,752044814203,0.3400,3.00,25.00,13.40,EA,http://champrosports.com/images/product/large/BST85_1_scarlet.jpg
BST85ASCXL,752044814234,0.4300,3.50,27.00,13.90,EA,http://champrosports.com/images/product/large/BST85_1_scarlet.jpg
BST85AW2XL,752044814340,0.4600,1.70,26.70,25.50,EA,http://champrosports.com/images/product/large/BST85_1_white.jpg
BST85AW3XL,752044814357,0.5050,3.70,26.60,13.30,EA,http://champrosports.com/images/product/large/BST85_1_white.jpg
BST85AW4XL,752044838575,0.5450,3.70,26.70,14.50,EA,http://champrosports.com/images/product/large/BST85_1_white.jpg
BST85AWL,752044814326,0.4100,3.20,26.50,14.00,EA,http://champrosports.com/images/product/large/BST85_1_white.jpg
BST85AWM,752044814319,0.3700,3.60,25.40,12.50,EA,http://champrosports.com/images/product/large/BST85_1_white.jpg
BST85AWS,752044814302,0.3400,3.00,25.00,13.40,EA,http://champrosports.com/images/product/large/BST85_1_white.jpg
BST85AWXL,752044814333,0.4300,3.50,27.00,13.90,EA,http://champrosports.com/images/product/large/BST85_1_white.jpg
BST85YBL,752044813886,0.2850,3.00,25.60,11.80,EA,http://champrosports.com/images/product/large/BST85_1_black.jpg
BST85YBM,752044813879,0.2550,2.90,23.90,11.00,EA,http://champrosports.com/images/product/large/BST85_1_black.jpg
BST85YBS,752044813862,0.2250,2.90,22.90,10.60,EA,http://champrosports.com/images/product/large/BST85_1_black.jpg
BST85YBXL,752044813893,0.3300,3.30,23.80,12.40,EA,http://champrosports.com/images/product/large/BST85_1_black.jpg
BST85YCHL,752044813985,0.2850,3.00,25.60,11.80,EA,http://champrosports.com/images/product/large/BST85_1_charcoal.jpg
BST85YCHM,752044813978,0.2550,2.90,23.90,11.00,EA,http://champrosports.com/images/product/large/BST85_1_charcoal.jpg
BST85YCHS,752044813961,0.2250,2.90,22.90,10.60,EA,http://champrosports.com/images/product/large/BST85_1_charcoal.jpg
BST85YCHXL,752044813992,0.3300,3.30,23.80,12.40,EA,http://champrosports.com/images/product/large/BST85_1_charcoal.jpg
BST85YFGL,752044814487,0.2850,3.00,25.60,11.80,EA,http://champrosports.com/images/product/large/BST85_1_forestgreen.jpg
BST85YFGM,752044814470,0.2550,2.90,23.90,11.00,EA,http://champrosports.com/images/product/large/BST85_1_forestgreen.jpg
BST85YFGS,752044814463,0.2250,2.90,22.90,10.60,EA,http://champrosports.com/images/product/large/BST85_1_forestgreen.jpg
BST85YFGXL,752044814494,0.3300,3.30,23.80,12.40,EA,http://champrosports.com/images/product/large/BST85_1_forestgreen.jpg
BST85YGOL,752044814586,0.2850,3.00,25.60,11.80,EA,http://champrosports.com/images/product/large/BST85_1_gold.jpg
BST85YGOM,752044814579,0.2550,2.90,23.90,11.00,EA,http://champrosports.com/images/product/large/BST85_1_gold.jpg
BST85YGOS,752044814562,0.2250,2.90,22.90,10.60,EA,http://champrosports.com/images/product/large/BST85_1_gold.jpg
BST85YGOXL,752044814593,0.3300,3.30,23.80,12.40,EA,http://champrosports.com/images/product/large/BST85_1_gold.jpg
BST85YMAL,752044814784,0.2850,3.00,25.60,11.80,EA,http://champrosports.com/images/product/large/BST85_1_maroon.jpg
BST85YMAM,752044814777,0.2550,2.90,23.90,11.00,EA,http://champrosports.com/images/product/large/BST85_1_maroon.jpg
BST85YMAS,752044814760,0.2250,2.90,22.90,10.60,EA,http://champrosports.com/images/product/large/BST85_1_maroon.jpg
BST85YMAXL,752044814791,0.3300,3.30,23.80,12.40,EA,http://champrosports.com/images/product/large/BST85_1_maroon.jpg
BST85YNYL,752044814081,0.2850,3.00,25.60,11.80,EA,http://champrosports.com/images/product/large/BST85_1_navy.jpg
BST85YNYM,752044814074,0.2550,2.90,23.90,11.00,EA,http://champrosports.com/images/product/large/BST85_1_navy.jpg
BST85YNYS,752044814067,0.2250,2.90,22.90,10.60,EA,http://champrosports.com/images/product/large/BST85_1_navy.jpg
BST85YNYXL,752044814098,0.3300,3.30,23.80,12.40,EA,http://champrosports.com/images/product/large/BST85_1_navy.jpg
BST85YORL,752044814883,0.2850,3.00,25.60,11.80,EA,http://champrosports.com/images/product/large/BST85_1_orange.jpg
BST85YORM,752044814876,0.2550,2.90,23.90,11.00,EA,http://champrosports.com/images/product/large/BST85_1_orange.jpg
BST85YORS,752044814869,0.2250,2.90,22.90,10.60,EA,http://champrosports.com/images/product/large/BST85_1_orange.jpg
BST85YORXL,752044814890,0.3300,3.30,23.80,12.40,EA,http://champrosports.com/images/product/large/BST85_1_orange.jpg
BST85YPUL,752044814685,0.2850,3.00,25.60,11.80,EA,http://champrosports.com/images/product/large/BST85_1_purple.jpg
BST85YPUM,752044814678,0.2550,2.90,23.90,11.00,EA,http://champrosports.com/images/product/large/BST85_1_purple.jpg
BST85YPUS,752044814661,0.2250,2.90,22.90,10.60,EA,http://champrosports.com/images/product/large/BST85_1_purple.jpg
BST85YPUXL,752044814692,0.3300,3.30,23.80,12.40,EA,http://champrosports.com/images/product/large/BST85_1_purple.jpg
BST85YRYL,752044814180,0.2850,3.00,25.60,11.80,EA,http://champrosports.com/images/product/large/BST85_1_royal.jpg
BST85YRYM,752044814173,0.2550,2.90,23.90,11.00,EA,http://champrosports.com/images/product/large/BST85_1_royal.jpg
BST85YRYS,752044814166,0.2250,2.90,22.90,10.60,EA,http://champrosports.com/images/product/large/BST85_1_royal.jpg
BST85YRYXL,752044814197,0.3300,3.30,23.80,12.40,EA,http://champrosports.com/images/product/large/BST85_1_royal.jpg
BST85YSCL,752044814289,0.2850,3.00,25.60,11.80,EA,http://champrosports.com/images/product/large/BST85_1_scarlet.jpg
BST85YSCM,752044814272,0.2550,2.90,23.90,11.00,EA,http://champrosports.com/images/product/large/BST85_1_scarlet.jpg
BST85YSCS,752044814265,0.2250,2.90,22.90,10.60,EA,http://champrosports.com/images/product/large/BST85_1_scarlet.jpg
BST85YSCXL,752044814296,0.3300,3.30,23.80,12.40,EA,http://champrosports.com/images/product/large/BST85_1_scarlet.jpg
BST85YWL,752044814388,0.2850,3.00,25.60,11.80,EA,http://champrosports.com/images/product/large/BST85_1_white.jpg
BST85YWM,752044814371,0.2550,2.90,23.90,11.00,EA,http://champrosports.com/images/product/large/BST85_1_white.jpg
BST85YWS,752044814364,0.2250,2.90,22.90,10.60,EA,http://champrosports.com/images/product/large/BST85_1_white.jpg
BST85YWXL,752044814395,0.3300,3.30,23.80,12.40,EA,http://champrosports.com/images/product/large/BST85_1_white.jpg
BST99AB2X,752044928344,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_black.jpg
BST99AB3X,752044928351,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_black.jpg
BST99AB4X,752044928368,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_black.jpg
BST99ABL,752044928320,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_black.jpg
BST99ABM,752044928313,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_black.jpg
BST99ABS,752044928306,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_black.jpg
BST99ABXL,752044928337,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_black.jpg
BST99ACD2X,752044928412,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_cardinal.jpg
BST99ACD3X,752044928429,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_cardinal.jpg
BST99ACD4X,752044928436,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_cardinal.jpg
BST99ACDL,752044928399,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_cardinal.jpg
BST99ACDM,752044928382,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_cardinal.jpg
BST99ACDS,752044928375,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_cardinal.jpg
BST99ACDXL,752044928405,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_cardinal.jpg
BST99ACH2X,752044928481,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_charcoal.jpg
BST99ACH3X,752044928498,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_charcoal.jpg
BST99ACH4X,752044928504,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_charcoal.jpg
BST99ACHL,752044928467,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_charcoal.jpg
BST99ACHM,752044928450,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_charcoal.jpg
BST99ACHS,752044928443,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_charcoal.jpg
BST99ACHXL,752044928474,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_charcoal.jpg
BST99AFG2X,752044928559,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_forestgreen.jpg
BST99AFG3X,752044928566,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_forestgreen.jpg
BST99AFG4X,752044928573,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_forestgreen.jpg
BST99AFGL,752044928535,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_forestgreen.jpg
BST99AFGM,752044928528,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_forestgreen.jpg
BST99AFGS,752044928511,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_forestgreen.jpg
BST99AFGXL,752044928542,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_forestgreen.jpg
BST99AFU2X,752044928627,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_fuchsia.jpg
BST99AFU3X,752044928634,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_fuchsia.jpg
BST99AFU4X,752044928641,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_fuchsia.jpg
BST99AFUL,752044928603,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_fuchsia.jpg
BST99AFUM,752044928597,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_fuchsia.jpg
BST99AFUS,752044928580,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_fuchsia.jpg
BST99AFUXL,752044928610,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_fuchsia.jpg
BST99AGO2X,752044928696,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_gold.jpg
BST99AGO3X,752044928702,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_gold.jpg
BST99AGO4X,752044928719,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_gold.jpg
BST99AGOL,752044928672,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_gold.jpg
BST99AGOM,752044928665,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_gold.jpg
BST99AGOS,752044928658,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_gold.jpg
BST99AGOXL,752044928689,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_gold.jpg
BST99AKY2X,752044928764,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_kellygreen.jpg
BST99AKY3X,752044928771,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_kellygreen.jpg
BST99AKY4X,752044928788,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_kellygreen.jpg
BST99AKYL,752044928740,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_kellygreen.jpg
BST99AKYM,752044928733,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_kellygreen.jpg
BST99AKYS,752044928726,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_kellygreen.jpg
BST99AKYXL,752044928757,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_kellygreen.jpg
BST99ALB2X,752044928832,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_lightblue.jpg
BST99ALB3X,752044928849,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_lightblue.jpg
BST99ALB4X,752044928856,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_lightblue.jpg
BST99ALBL,752044928818,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_lightblue.jpg
BST99ALBM,752044928801,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_lightblue.jpg
BST99ALBS,752044928795,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_lightblue.jpg
BST99ALBXL,752044928825,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_lightblue.jpg
BST99AMA2X,752044928900,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_maroon.jpg
BST99AMA3X,752044928917,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_maroon.jpg
BST99AMA4X,752044928924,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_maroon.jpg
BST99AMAL,752044928887,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_maroon.jpg
BST99AMAM,752044928870,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_maroon.jpg
BST99AMAS,752044928863,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_maroon.jpg
BST99AMAXL,752044928894,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_maroon.jpg
BST99ANB2X,752044928979,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_neonblue.jpg
BST99ANB3X,752044928986,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_neonblue.jpg
BST99ANB4X,752044928993,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_neonblue.jpg
BST99ANBL,752044928955,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_neonblue.jpg
BST99ANBM,752044928948,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_neonblue.jpg
BST99ANBS,752044928931,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_neonblue.jpg
BST99ANBXL,752044928962,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_neonblue.jpg
BST99ANG2X,752044929044,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_neongreen.jpg
BST99ANG3X,752044929051,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_neongreen.jpg
BST99ANG4X,752044929068,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_neongreen.jpg
BST99ANGL,752044929020,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_neongreen.jpg
BST99ANGM,752044929013,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_neongreen.jpg
BST99ANGS,752044929006,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_neongreen.jpg
BST99ANGXL,752044929037,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_neongreen.jpg
BST99ANO2X,752044929112,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_neonorange.jpg
BST99ANO3X,752044929129,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_neonorange.jpg
BST99ANO4X,752044929136,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_neonorange.jpg
BST99ANOL,752044929099,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_neonorange.jpg
BST99ANOM,752044929082,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_neonorange.jpg
BST99ANOS,752044929075,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_neonorange.jpg
BST99ANOXL,752044929105,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_neonorange.jpg
BST99ANY2X,752044929181,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_navy.jpg
BST99ANY3X,752044929198,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_navy.jpg
BST99ANY4X,752044929204,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_navy.jpg
BST99ANYL,752044929167,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_navy.jpg
BST99ANYM,752044929150,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_navy.jpg
BST99ANYS,752044929143,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_navy.jpg
BST99ANYXL,752044929174,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_navy.jpg
BST99AOR2X,752044929327,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_orange.jpg
BST99AOR3X,752044929334,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_orange.jpg
BST99AOR4X,752044929341,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_orange.jpg
BST99AORL,752044929303,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_orange.jpg
BST99AORM,752044929297,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_orange.jpg
BST99AORS,752044929280,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_orange.jpg
BST99AORXL,752044929310,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_orange.jpg
BST99AOY2X,752044929259,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_opticyellow.jpg
BST99AOY3X,752044929266,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_opticyellow.jpg
BST99AOY4X,752044929273,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_opticyellow.jpg
BST99AOYL,752044929235,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_opticyellow.jpg
BST99AOYM,752044929228,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_opticyellow.jpg
BST99AOYS,752044929211,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_opticyellow.jpg
BST99AOYXL,752044929242,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_opticyellow.jpg
BST99APU2X,752044929396,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_purple.jpg
BST99APU3X,752044929402,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_purple.jpg
BST99APU4X,752044929419,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_purple.jpg
BST99APUL,752044929372,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_purple.jpg
BST99APUM,752044929365,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_purple.jpg
BST99APUS,752044929358,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_purple.jpg
BST99APUXL,752044929389,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_purple.jpg
BST99ARY2X,752044929464,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_royal.jpg
BST99ARY3X,752044929471,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_royal.jpg
BST99ARY4X,752044929488,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_royal.jpg
BST99ARYL,752044929440,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_royal.jpg
BST99ARYM,752044929433,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_royal.jpg
BST99ARYS,752044929426,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_royal.jpg
BST99ARYXL,752044929457,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_royal.jpg
BST99ASC2X,752044929532,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_scarlet.jpg
BST99ASC3X,752044929549,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_scarlet.jpg
BST99ASC4X,752044929556,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_scarlet.jpg
BST99ASCL,752044929518,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_scarlet.jpg
BST99ASCM,752044929501,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_scarlet.jpg
BST99ASCS,752044929495,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_scarlet.jpg
BST99ASCXL,752044929525,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_scarlet.jpg
BST99ASI2X,752044929600,0.4050,3.80,28.60,14.50,EA,http://champrosports.com/images/product/large/BST99_1_silver.jpg
BST99ASI3X,752044929617,0.4100,3.70,28.20,13.30,EA,http://champrosports.com/images/product/large/BST99_1_silver.jpg
BST99ASI4X,752044929624,0.4750,3.80,28.90,15.10,EA,http://champrosports.com/images/product/large/BST99_1_silver.jpg
BST99ASIL,752044929587,0.3500,3.20,28.30,13.80,EA,http://champrosports.com/images/product/large/BST99_1_silver.jpg
BST99ASIM,752044929570,0.3250,2.90,28.70,13.20,EA,http://champrosports.com/images/product/large/BST99_1_silver.jpg
BST99ASIS,752044929563,0.2900,2.10,25.40,24.30,EA,http://champrosports.com/images/product/large/BST99_1_silver.jpg
BST99ASIXL,752044929594,0.3800,3.00,28.70,14.40,EA,http://champrosports.com/images/product/large/BST99_1_silver.jpg
