Internal ID,Name,Display Name,SubType,Description,Purchase Description,Vendor Name,Store Display Name,Store Description,Primary Units Type,Primary Stock Unit,Primary Purchase Unit,Primary Sale Unit,Display in Web Site,Purchase Price,Preferred Vendor,Base Price,10% Off,Alternate Price 2,Team,Income Account,Asset Account,Expense/COGS Account,Costing Method,On Special,Tax Schedule,On Hand,Available,On Order,Committed,Back Ordered,Reorder Point,Preferred Stock Level,Reorder Multiple,Drop Ship Item,Special Order Item,Copy SO Descr.,Weight,Weight Units,Class,Department,Date Created,Last Modified,Engineering Status,Sales Order Customer
192536,698HBM-Black-X-Large,Dri-Power Crewneck Sweatshirt,,Dri-Power Crewneck Sweatshirt,Dri-Power Crewneck Sweatshirt,698HBM,,,Each,Each,Each,Each,No,12.26,Augusta Sportswear,20.50,18.45,,18.45,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Sweatshirts,Apparel,1/7/2026 6:19 am,3/24/2026 2:18 pm,,
192472,698HBM-Columbia Blue-Large,Dri-Power Crewneck Sweatshirt,,Dri-Power Crewneck Sweatshirt,Dri-Power Crewneck Sweatshirt,698HBM,,,Each,Each,Each,Each,No,11.97,Augusta Sportswear,20.50,18.45,,18.45,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,1,1,,,,0,,,No,No,No,,,Tops : Sweatshirts,Apparel,1/7/2026 6:18 am,3/24/2026 2:02 pm,,
192473,698HBM-Columbia Blue-Medium,Dri-Power Crewneck Sweatshirt,,Dri-Power Crewneck Sweatshirt,Dri-Power Crewneck Sweatshirt,698HBM,,,Each,Each,Each,Each,No,11.97,Augusta Sportswear,20.50,18.45,,18.45,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Sweatshirts,Apparel,1/7/2026 6:18 am,4/22/2026 2:02 pm,,
192474,698HBM-Columbia Blue-Small,Dri-Power Crewneck Sweatshirt,,Dri-Power Crewneck Sweatshirt,Dri-Power Crewneck Sweatshirt,698HBM,,,Each,Each,Each,Each,No,7.40,Augusta Sportswear,20.50,18.45,,18.45,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Sweatshirts,Apparel,1/7/2026 6:18 am,4/22/2026 2:02 pm,,
192481,698HBM-Maroon-3X-Large,Dri-Power Crewneck Sweatshirt,,Dri-Power Crewneck Sweatshirt,Dri-Power Crewneck Sweatshirt,698HBM,,,Each,Each,Each,Each,No,11.05,Augusta Sportswear,20.50,18.45,,18.45,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Sweatshirts,Apparel,1/7/2026 6:18 am,3/11/2026 2:02 pm,,
192484,698HBM-Maroon-Large,Dri-Power Crewneck Sweatshirt,,Dri-Power Crewneck Sweatshirt,Dri-Power Crewneck Sweatshirt,698HBM,,,Each,Each,Each,Each,No,11.97,Augusta Sportswear,20.50,18.45,,18.45,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Sweatshirts,Apparel,1/7/2026 6:18 am,3/11/2026 2:02 pm,,
192485,698HBM-Maroon-Medium,Dri-Power Crewneck Sweatshirt,,Dri-Power Crewneck Sweatshirt,Dri-Power Crewneck Sweatshirt,698HBM,,,Each,Each,Each,Each,No,11.97,Augusta Sportswear,20.50,18.45,,18.45,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Sweatshirts,Apparel,1/7/2026 6:18 am,3/11/2026 2:02 pm,,
192486,698HBM-Maroon-Small,Dri-Power Crewneck Sweatshirt,,Dri-Power Crewneck Sweatshirt,Dri-Power Crewneck Sweatshirt,698HBM,,,Each,Each,Each,Each,No,10.76,Augusta Sportswear,20.50,18.45,,18.45,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Sweatshirts,Apparel,1/7/2026 6:18 am,3/11/2026 2:02 pm,,
204658,698HBM-Navy-2X-Large,Dri-Power Crewneck Sweatshirt,,Dri-Power Crewneck Sweatshirt,Dri-Power Crewneck Sweatshirt,698HBM,,,Each,Each,Each,Each,No,12.07,Augusta Sportswear,20.50,18.45,,18.45,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Sweatshirts,Apparel,1/21/2026 10:16 am,2/23/2026 1:09 pm,,
204669,698HBM-Navy-Medium,Dri-Power Crewneck Sweatshirt,,Dri-Power Crewneck Sweatshirt,Dri-Power Crewneck Sweatshirt,698HBM,,,Each,Each,Each,Each,No,12.07,S&S Activewear,20.50,18.45,,18.45,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,1,1,,,,0,,,No,No,No,,,Tops : Sweatshirts,Apparel,1/21/2026 10:16 am,4/30/2026 2:07 pm,,
204671,698HBM-Navy-X-Large,Dri-Power Crewneck Sweatshirt,,Dri-Power Crewneck Sweatshirt,Dri-Power Crewneck Sweatshirt,698HBM,,,Each,Each,Each,Each,No,12.07,Augusta Sportswear,20.50,18.45,,18.45,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Sweatshirts,Apparel,1/21/2026 10:16 am,4/22/2026 2:16 pm,,
192517,698HBM-Ox-Large,Dri-Power Crewneck Sweatshirt,,Dri-Power Crewneck Sweatshirt,Dri-Power Crewneck Sweatshirt,698HBM,,,Each,Each,Each,Each,No,12.26,Augusta Sportswear,20.50,18.45,,18.45,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Sweatshirts,Apparel,1/7/2026 6:19 am,4/22/2026 2:13 pm,,
192516,698HBM-Ox-X-Large,Dri-Power Crewneck Sweatshirt,,Dri-Power Crewneck Sweatshirt,Dri-Power Crewneck Sweatshirt,698HBM,,,Each,Each,Each,Each,No,12.26,Augusta Sportswear,20.50,18.45,,18.45,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Sweatshirts,Apparel,1/7/2026 6:19 am,4/10/2026 2:21 am,,
192453,698HBM-White-Large,Dri-Power Crewneck Sweatshirt,,Dri-Power Crewneck Sweatshirt,Dri-Power Crewneck Sweatshirt,698HBM,,,Each,Each,Each,Each,No,11.97,Augusta Sportswear,20.50,18.45,,18.45,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Sweatshirts,Apparel,1/7/2026 6:18 am,3/23/2026 2:03 am,,
192454,698HBM-White-Medium,Dri-Power Crewneck Sweatshirt,,Dri-Power Crewneck Sweatshirt,Dri-Power Crewneck Sweatshirt,698HBM,,,Each,Each,Each,Each,No,11.97,Augusta Sportswear,20.50,18.45,,18.45,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Sweatshirts,Apparel,1/7/2026 6:18 am,3/11/2026 2:03 pm,,
192452,698HBM-White-X-Large,Dri-Power Crewneck Sweatshirt,,Dri-Power Crewneck Sweatshirt,Dri-Power Crewneck Sweatshirt,698HBM,,,Each,Each,Each,Each,No,7.86,Augusta Sportswear,20.50,18.45,,18.45,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Sweatshirts,Apparel,1/7/2026 6:18 am,3/11/2026 2:03 pm,,
93937,700,700,,"4"" Pro Stirrup Sock","4"" Pro Stirrup Sock",700,,,Each,Each,Each,Each,No,5.30,Twin City Knitting,9.95,8.96,,8.96,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Apparel,8/3/2025 1:59 pm,1/13/2026 11:00 am,,
93940,700-Black,High Jump Standards Essentials,,High Jump Standards Essentials,High Jump Standards Essentials,700,,,Pair,Pair,Pair,Pair,No,364.50,Gill Company,558.00,502.2,,502.2,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Field/Court Equipment,Track & Field,8/3/2025 1:59 pm,2/25/2026 2:07 pm,,
117621,700016,Pole Vault Pole Tip 16,,Pole Vault Pole Tip 16,Pole Vault Pole Tip 16,700016,,,Each,Each,Each,Each,No,9.90,Gill Company,14.00,12.6,,12.6,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Field/Court Equipment,Track & Field,1/6/2026 6:04 am,6/4/2026 1:12 pm,,
117623,700021,Pole Vault Pole Tip 21,,Pole Vault Pole Tip 21,Pole Vault Pole Tip 21,700021,,,Each,Each,Each,Each,No,9.90,Gill Company,14.00,12.6,,12.6,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Field/Court Equipment,Track & Field,1/6/2026 6:04 am,6/4/2026 1:12 pm,,
89426,7017600111-Black,Duffle Ball Bag,,Duffle Ball Bag,Duffle Ball Bag,7017600111,,,Each,Each,Each,Each,No,16.40,Select Sport America,40.00,36,,36,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Soccer,7/29/2025 10:28 am,2/21/2026 2:10 am,,
102139,703,TRAINING TANK TOP,,,,703,,,Each,Each,Each,Each,No,,Augusta Sportswear,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Tees,Apparel,1/5/2026 8:21 pm,4/1/2026 5:00 pm,,
102140,703-Red-X-Large,TRAINING TANK TOP,,,,703,,,Each,Each,Each,Each,No,3.21,Augusta Sportswear,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Tees,Apparel,1/5/2026 8:21 pm,6/3/2026 2:04 pm,,
210976,703-Sigr-X-Large,Training Tank Top,,Training Tank Top,Training Tank Top,703,,,Each,Each,Each,Each,No,,Augusta Sportswear,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Tees,Apparel,3/30/2026 8:22 am,4/24/2026 2:10 pm,,
129414,703-White-X-Large,Training Tank Top,,Training Tank Top,Training Tank Top,703,,,Each,Each,Each,Each,No,3.21,Augusta Sportswear,0.00,0,,0,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Tees,Apparel,1/6/2026 6:09 pm,6/3/2026 2:07 pm,,
205298,7036-250,Hip Numbers Lanes 1-9 - Set of 250,,Hip Numbers Lanes 1-9 - Set of 250,Hip Numbers Lanes 1-9 - Set of 250,7036-250,,,Each,Each,Each,Each,No,120.00,Mf Athletic,200.00,180,,180,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:39 pm,2/18/2026 7:20 pm,New,
205299,7039-10,Hip Number 10 - Set of 100,,Hip Number 10 - Set of 100,Hip Number 10 - Set of 100,7039-10,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:44 pm,2/18/2026 7:20 pm,New,
205300,7039-11,Hip Number 11 - Set of 100,,Hip Number 11 - Set of 100,Hip Number 11 - Set of 100,7039-11,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:45 pm,2/18/2026 7:20 pm,New,
205301,7039-12,Hip Number 12 - Set of 100,,Hip Number 12 - Set of 100,Hip Number 12 - Set of 100,7039-12,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:45 pm,2/18/2026 7:20 pm,New,
205302,7039-13,Hip Number 13 - Set of 100,,Hip Number 13 - Set of 100,Hip Number 13 - Set of 100,7039-13,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:46 pm,2/18/2026 7:20 pm,New,
205303,7039-14,Hip Number 14 - Set of 100,,Hip Number 14 - Set of 100,Hip Number 14 - Set of 100,7039-14,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:47 pm,2/18/2026 7:20 pm,New,
205304,7039-15,Hip Number 15 - Set of 100,,Hip Number 15 - Set of 100,Hip Number 15 - Set of 100,7039-15,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:50 pm,2/18/2026 7:20 pm,New,
205305,7039-16,Hip Number 16 - Set of 100,,Hip Number 16 - Set of 100,Hip Number 16 - Set of 100,7039-16,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:50 pm,2/18/2026 7:20 pm,New,
205306,7039-17,Hip Number 17 - Set of 100,,Hip Number 17 - Set of 100,Hip Number 17 - Set of 100,7039-17,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:51 pm,2/18/2026 7:20 pm,New,
205307,7039-18,Hip Number 18 - Set of 100,,Hip Number 18 - Set of 100,Hip Number 18 - Set of 100,7039-18,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:51 pm,2/18/2026 7:20 pm,New,
205308,7039-19,Hip Number 19 - Set of 100,,Hip Number 19 - Set of 100,Hip Number 19 - Set of 100,7039-19,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:52 pm,2/18/2026 7:20 pm,New,
205309,7039-20,Hip Number 20 - Set of 100,,Hip Number 20 - Set of 100,Hip Number 20 - Set of 100,7039-20,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:52 pm,2/18/2026 7:20 pm,New,
205310,7039-21,Hip Number 21 - Set of 100,,Hip Number 21 - Set of 100,Hip Number 21 - Set of 100,7039-21,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:53 pm,2/18/2026 7:20 pm,New,
205311,7039-22,Hip Number 22 - Set of 100,,Hip Number 22 - Set of 100,Hip Number 22 - Set of 100,7039-22,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:53 pm,2/18/2026 7:20 pm,New,
205312,7039-23,Hip Number 23 - Set of 100,,Hip Number 23 - Set of 100,Hip Number 23 - Set of 100,7039-23,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:54 pm,2/18/2026 7:20 pm,New,
205313,7039-24,Hip Number 24 - Set of 100,,Hip Number 24 - Set of 100,Hip Number 24 - Set of 100,7039-24,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:54 pm,2/18/2026 7:20 pm,New,
205314,7039-25,Hip Number 25 - Set of 100,,Hip Number 25 - Set of 100,Hip Number 25 - Set of 100,7039-25,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:55 pm,2/18/2026 7:20 pm,New,
205315,7039-26,Hip Number 26 - Set of 100,,Hip Number 26 - Set of 100,Hip Number 26 - Set of 100,7039-26,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:56 pm,2/18/2026 7:20 pm,New,
205316,7039-27,Hip Number 27 - Set of 100,,Hip Number 27 - Set of 100,Hip Number 27 - Set of 100,7039-27,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:56 pm,2/18/2026 7:20 pm,New,
205317,7039-28,Hip Number 28 - Set of 100,,Hip Number 28 - Set of 100,Hip Number 28 - Set of 100,7038-28,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:57 pm,2/18/2026 7:20 pm,New,
205318,7039-29,Hip Number 29 - Set of 100,,Hip Number 29 - Set of 100,Hip Number 29 - Set of 100,7039-29,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:58 pm,2/18/2026 7:20 pm,New,
205319,7039-30,Hip Number 30 - Set of 100,,Hip Number 30 - Set of 100,Hip Number 30 - Set of 100,7039-30,,,Each,Each,Each,Each,No,11.00,Mf Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Track & Field,1/27/2026 2:58 pm,2/18/2026 7:20 pm,New,
115550,70501,Gym Chalk,,Gym Chalk,Gym Chalk,70501,,,Each,Each,Each,Each,No,14.01,Mueller Sports Medicine,25.00,25,25,25,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,15,15,,,,0,,,No,No,No,,,Field/Court Equipment,Medical/Fitness,1/6/2026 5:55 am,7/2/2026 3:19 pm,,
202706,709-Red,Ignite LT Visor,,,,709,,,Each,Each,Each,Each,No,,Richardson Cap Co,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,17,17,,,,0,,,No,No,No,,,Uniforms : Headwear,Baseball,1/7/2026 9:48 am,3/24/2026 2:21 pm,,
204822,7100-Essential Pole Vault Standards,Essential Pole Vault Standards,,Essential Pole Vault Standards,Essential Pole Vault Standards,,,,Pair,Pair,Pair,Pair,No,913.00,Gill Company,1400.00,1260,,1260,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Field/Court Equipment : Post/Poles,Track & Field,1/22/2026 11:35 am,2/18/2026 7:20 pm,New,
91495,7109,Spike Blank,,Spike Blank,Spike Blank,7109,,,Each,Each,Each,Each,No,6.40,Blazer Mfg Co,0.00,0,,0,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,2,2,,,,0,,,No,No,No,,,Accessories,Track & Field,7/29/2025 10:39 am,1/13/2026 11:03 am,,
19953,712,Dazzle Mesh Football Practice Jersey,,Alleson Athletic Dazzle Mesh Football Practice Jersey,Alleson Athletic Dazzle Mesh Football Practice Jersey,712,,,Each,Each,Each,Each,No,9.18,Augusta Sportswear,12.95,11.66,,11.66,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Uniforms : Practice,Football,6/15/2025 9:48 am,5/11/2026 9:35 am,,
219157,712-Dark Green-2X-Large,Dazzle Mesh Football Practice Jersey,,Alleson Athletic Dazzle Mesh Football Practice Jersey,Alleson Athletic Dazzle Mesh Football Practice Jersey,712,,,Each,Each,Each,Each,No,9.18,Augusta Sportswear,12.95,11.66,,11.66,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,,Taxable,,,,,,0,,,No,No,No,,,Uniforms : Practice,Football,7/2/2026 2:54 pm,7/2/2026 2:54 pm,,
218385,712-Dark Green-Large/X-Large,Dazzle Mesh Football Practice Jersey,,Alleson Athletic Dazzle Mesh Football Practice Jersey,Alleson Athletic Dazzle Mesh Football Practice Jersey,712,,,Each,Each,Each,Each,No,9.18,Augusta Sportswear,12.95,11.66,,11.66,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Uniforms : Practice,Football,6/29/2026 4:39 pm,7/1/2026 2:04 pm,,
218386,712-Dark Green-Small/Medium,Dazzle Mesh Football Practice Jersey,,Alleson Athletic Dazzle Mesh Football Practice Jersey,Alleson Athletic Dazzle Mesh Football Practice Jersey,712,,,Each,Each,Each,Each,No,9.18,Augusta Sportswear,12.95,11.66,,11.66,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Uniforms : Practice,Football,6/29/2026 4:39 pm,7/1/2026 2:04 pm,,
219158,712-Royal-2X-Large,Dazzle Mesh Football Practice Jersey,,Alleson Athletic Dazzle Mesh Football Practice Jersey,Alleson Athletic Dazzle Mesh Football Practice Jersey,712,,,Each,Each,Each,Each,No,9.18,Augusta Sportswear,12.95,11.66,,11.66,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,5,,,5,,0,,,No,No,No,,,Uniforms : Practice,Football,7/2/2026 2:54 pm,7/16/2026 2:16 pm,,
19983,712-Royal-Large/X-Large,Dazzle Mesh Football Practice Jersey,,Alleson Athletic Dazzle Mesh Football Practice Jersey,Alleson Athletic Dazzle Mesh Football Practice Jersey,712,,,Each,Each,Each,Each,No,9.18,Augusta Sportswear,12.95,11.66,,11.66,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,10,,,10,,0,,,No,No,No,,,Uniforms : Practice,Football,6/15/2025 9:48 am,7/16/2026 2:07 pm,,
218387,712-Royal-Small/Medium,Dazzle Mesh Football Practice Jersey,,Alleson Athletic Dazzle Mesh Football Practice Jersey,Alleson Athletic Dazzle Mesh Football Practice Jersey,712,,,Each,Each,Each,Each,No,9.18,Augusta Sportswear,12.95,11.66,,11.66,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,5,,,5,,0,,,No,No,No,,,Uniforms : Practice,Football,6/29/2026 4:39 pm,7/16/2026 2:03 pm,,
219159,712-White-2X-Large,Dazzle Mesh Football Practice Jersey,,Alleson Athletic Dazzle Mesh Football Practice Jersey,Alleson Athletic Dazzle Mesh Football Practice Jersey,712,,,Each,Each,Each,Each,No,9.18,Augusta Sportswear,12.95,11.66,,11.66,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,,Taxable,,,,,,0,,,No,No,No,,,Uniforms : Practice,Football,7/2/2026 2:54 pm,7/2/2026 2:54 pm,,
19988,712-White-Large/X-Large,Dazzle Mesh Football Practice Jersey,,Alleson Athletic Dazzle Mesh Football Practice Jersey,Alleson Athletic Dazzle Mesh Football Practice Jersey,712,,,Each,Each,Each,Each,No,9.18,Augusta Sportswear,12.95,11.66,,11.66,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Uniforms : Practice,Football,6/15/2025 9:48 am,5/11/2026 9:35 am,,
19990,712-White-Small/Medium,Dazzle Mesh Football Practice Jersey,,Alleson Athletic Dazzle Mesh Football Practice Jersey,Alleson Athletic Dazzle Mesh Football Practice Jersey,712,,,Each,Each,Each,Each,No,9.18,Augusta Sportswear,12.95,11.66,,11.66,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Uniforms : Practice,Football,6/15/2025 9:48 am,5/11/2026 9:35 am,,
117649,71253-4 Pin,Offset Extensions,,Offset Extensions,Offset Extensions,71253,,,Each,Each,Each,Each,No,220.50,Gill Company,350.00,315,,315,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Track & Field,1/6/2026 6:04 am,1/27/2026 2:04 pm,,
19992,712Y,712Y,,Fb Practice Jersey Youth,Fb Practice Jersey Youth,712Y,,,Each,Each,Each,Each,No,8.15,Alleson Athletic,12.95,11.66,,11.66,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Uniforms,Football,6/15/2025 9:48 am,1/13/2026 11:03 am,,
20013,712Y-White-Lg/Xl,Fb Practice Jersey Youth,,Fb Practice Jersey Youth,Fb Practice Jersey Youth,712Y,,,Each,Each,Each,Each,No,17.00,Alleson Athletic,12.95,11.66,,11.66,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,7,7,,,,0,,,No,No,No,,,Uniforms,Football,6/15/2025 9:48 am,1/13/2026 11:04 am,,
