Internal ID,Name,Display Name,SubType,Description,Purchase Description,Vendor Name,Store Display Name,Store Description,Primary Units Type,Primary Stock Unit,Primary Purchase Unit,Primary Sale Unit,Display in Web Site,Purchase Price,Preferred Vendor,Base Price,10% Off,Alternate Price 2,Team,Income Account,Asset Account,Expense/COGS Account,Costing Method,On Special,Tax Schedule,On Hand,Available,On Order,Committed,Back Ordered,Reorder Point,Preferred Stock Level,Reorder Multiple,Drop Ship Item,Special Order Item,Copy SO Descr.,Weight,Weight Units,Class,Department,Date Created,Last Modified,Engineering Status,Sales Order Customer
83718,#21,Youth Belt,,Youth Belt,Youth Belt,21,,,Each,Each,Each,Each,No,2.39,,4.95,4.46,,4.46,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Baseball,7/14/2025 2:51 pm,1/13/2026 1:32 am,,
83723,#21-Purple,Youth Belt,,Youth Belt,Youth Belt,21,,,Each,Each,Each,Each,No,1.99,Schutt Mfg,4.95,4.46,,4.46,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,5,5,,,,0,,,No,No,No,,,Accessories,Baseball,7/14/2025 2:51 pm,1/13/2026 1:32 am,,
114972,"#Num-Red-1.5""","1.5"" Die Cut Numbers - 1 Color",,"1.5"" Die Cut Numbers - 1 Color","1.5"" Die Cut Numbers - 1 Color",#Num,,,Set,Set,Set,Set,No,3.40,Procals/Sportdecals,6.80,6.12,,6.12,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Decoration/Service,Football,1/6/2026 5:52 am,4/16/2026 2:02 pm,,
121020,++,Misc. Merchandise Not Taxed,,Misc. Merchandise Not Taxed,Misc. Merchandise Not Taxed,++,,,Each,Each,Each,Each,No,.00,Badger Sporting Goods,999.00,899.1,,899.1,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Equipment/Accessories,1/6/2026 6:19 am,7/16/2026 2:08 pm,,
205935,00052000058550,Gatorade 9 Gallon Cooler,,Gatorade 9 Gallon Cooler,Gatorade 9 Gallon Cooler,00052000058550,,,Each,Each,Each,Each,No,105.00,Quaker Sales & Dist,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Hydration,Equipment/Accessories,2/6/2026 11:23 am,2/18/2026 7:22 pm,New,
205923,00052000065459,Gatorade Single Cooler Cart,,Gatorade Single Cooler Cart 2nd Generation,Gatorade Single Cooler Cart 2nd Generation,00052000065459,,,Each,Each,Each,Each,No,315.00,Quaker Sales & Dist,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Hydration,Equipment/Accessories,2/6/2026 11:18 am,2/18/2026 7:22 pm,New,
204332,00052000065466,Double Cooler Cart 2nd Generation,,Double Cooler Cart 2nd Generation,Double Cooler Cart 2nd Generation,00052000065466,,,Each,Each,Each,Each,No,385.00,Quaker Sales & Dist,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Hydration : Gatorade,Medical/Fitness,1/14/2026 9:12 am,2/18/2026 7:19 pm,,
114974,002424,Decal BSB/SFB Helmet,,Decal BSB/SFB Helmet,Decal BSB/SFB Helmet,002424,,,Each,Each,Each,Each,No,2.10,Procals/Sportdecals,4.50,4.05,,4.05,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Baseball,1/6/2026 5:52 am,2/25/2026 2:02 pm,,
114975,002433,Football Helmet Decal,,Football Helmet Decal,Football Helmet Decal,002433,,,Pair,Pair,Pair,Pair,No,3.80,Procals/Sportdecals,5.00,4.5,,4.5,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Football,1/6/2026 5:52 am,7/15/2026 2:02 am,,
114978,005168,Decal Baseball Helmet,,Decal Baseball Helmet,Decal Baseball Helmet,005168,,,Each,Each,Each,Each,No,1.68,Procals/Sportdecals,4.00,3.6,,3.6,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Baseball,1/6/2026 5:52 am,3/9/2026 2:02 pm,,
114979,005169,Decal Baseball Helmet,,Decal Baseball Helmet,Decal Baseball Helmet,005169,,,Each,Each,Each,Each,No,2.88,Procals/Sportdecals,4.50,4.05,,4.05,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Baseball,1/6/2026 5:52 am,3/16/2026 2:02 pm,,
114985,"005626-1""",Helmet Numbers - Sheet,,Helmet Numbers - Sheet,Helmet Numbers - Sheet,005626,,,Each,Each,Each,Each,No,2.40,Procals/Sportdecals,4.99,4.49,,4.49,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Accessories,Baseball,1/6/2026 5:52 am,3/16/2026 2:01 pm,,
217278,0070-3M,Kolder Kaddy - Neoprene,,Numo Kolder Kaddy - Neoprene,Numo Kolder Kaddy - Neoprene,0070-3M-1C,,,Each,Each,Each,Each,No,.94,"Numo Mfg/Kolder, Inc.",,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Miscellaneous,6/19/2026 9:32 am,6/19/2026 9:32 am,New,
217279,0070-3M-Maroon,Kolder Kaddy - Neoprene,,Numo Kolder Kaddy - Neoprene,Numo Kolder Kaddy - Neoprene,0070-3M-1C,,,Each,Each,Each,Each,No,1.08,"Numo Mfg/Kolder, Inc.",,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Miscellaneous,6/19/2026 9:32 am,7/2/2026 2:13 pm,New,
88716,01-20305-06-Black,Fusion Hard Cup Chinstrap,,Fusion Hard Cup Chinstrap,Fusion Hard Cup Chinstrap,01-20305-06,,,Each,Each,Each,Each,No,20.00,Schutt Mfg,12.00,10.8,,10.8,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Football,7/29/2025 10:25 am,6/17/2026 2:18 pm,,
216836,01-20427,Zero2 ANKR Locks,,Zero2 Ankr Locks - Pair,Zero2 Ankr Locks - Pair,01-20427,,,Pair,Pair,Pair,Pair,No,13.25,Schutt Mfg,23.99,21.59,,21.59,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Football,6/16/2026 1:40 pm,6/16/2026 1:40 pm,New,
216837,01-20427-Black,Zero2 ANKR Locks,,Zero2 Ankr Locks - Pair,Zero2 Ankr Locks - Pair,01-20427-006,,,Pair,Pair,Pair,Pair,No,13.25,Schutt Mfg,23.99,21.59,,21.59,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Football,6/16/2026 1:40 pm,6/30/2026 2:10 pm,New,
219794,01-20732,Youth Fusion Hard Cup Chinstrap,,Schutt Youth Fusion Hard Cup Chinstrap,Schutt Youth Fusion Hard Cup Chinstrap,01-20732,,,Each,Each,Each,Each,No,18.00,Schutt Mfg,29.99,26.99,,26.99,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Equipment,Football,7/13/2026 9:17 am,7/13/2026 9:17 am,New,
219795,01-20732-Black-Small,Youth Fusion Hard Cup Chinstrap,,Schutt Youth Fusion Hard Cup Chinstrap,Schutt Youth Fusion Hard Cup Chinstrap,01-20732-06,,,Each,Each,Each,Each,No,18.00,Schutt Mfg,29.99,26.99,,26.99,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,25,,25,0,,,No,No,No,,,Equipment,Football,7/13/2026 9:17 am,7/16/2026 2:06 pm,New,
219796,01-20732-White-Small,Youth Fusion Hard Cup Chinstrap,,Schutt Youth Fusion Hard Cup Chinstrap,Schutt Youth Fusion Hard Cup Chinstrap,01-20732-02,,,Each,Each,Each,Each,No,18.00,Schutt Mfg,29.99,26.99,,26.99,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Equipment,Football,7/13/2026 9:17 am,7/13/2026 9:29 am,New,
115507,"010962-2""X10Yd",Prostrips,,Prostrips,Prostrips,010962,,,Each,Each,Each,Each,No,11.94,Mueller Sports Medicine,19.95,17.96,,17.96,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,2,2,,,,0,,,No,No,No,,,Accessories,Medical/Fitness,1/6/2026 5:55 am,1/13/2026 4:39 am,,
212062,010972,ProStrips Continuous Roll,,"ProStrips Continuous Roll - 2"" x 10YD","ProStrips Continuous Roll - 2"" x 10YD",010972,,,Each,Each,Each,Each,No,8.53,Mueller Sports Medicine,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Injury Support,Equipment/Accessories,4/9/2026 9:33 am,7/8/2026 4:10 pm,New,
212061,010974,ProStrips Continuous Roll,,"ProStrips Continuous Roll - 4"" x 10YD","ProStrips Continuous Roll - 4"" x 10YD",010974,,,Each,Each,Each,Each,No,11.84,Mueller Sports Medicine,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Injury Support,Equipment/Accessories,4/9/2026 9:31 am,7/8/2026 4:10 pm,New,
114990,012400,Decal Fb Helmet,,Decal Fb Helmet,Decal Fb Helmet,012400,,,Pair,Pair,Pair,Pair,No,9.60,Procals/Sportdecals,0.00,0,,0,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Football,1/6/2026 5:53 am,6/24/2026 2:01 pm,,
202832,0125566912-White/Gold/Black-5,Royale NFHS V25,,Royale NFHS V25 Soccer Ball - Size 5,Royale NFHS V25 Soccer Ball - Size 5,0125566912,,,Each,Each,Each,Each,No,35.95,Select Sport America,55.00,55,55,55,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,134,126,,8,,0,,,No,No,No,,,Balls : Game,Soccer,1/7/2026 9:49 am,7/16/2026 2:04 pm,,
89356,0125666908-White/Black-5,Royale Soccerball,,Royale Soccerball,Royale Soccerball,0125666908,,,Each,Each,Each,Each,No,31.00,Select Sport America,45.00,45,45,45,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,3,3,,,,0,,,No,No,No,,,Balls,Soccer,7/29/2025 10:28 am,4/25/2026 1:44 am,,
220078,020000,Solid Arm Sleeve,,Badger Sport Solid Arm Sleeve,Badger Sport Solid Arm Sleeve,020000,,,Each,Each,Each,Each,No,5.23,Augusta Sportswear,12.30,11.07,,11.07,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Apparel,7/14/2026 10:42 am,7/14/2026 10:42 am,New,
220079,020000-Black-Large/X-Large,Solid Arm Sleeve,,Badger Sport Solid Arm Sleeve,Badger Sport Solid Arm Sleeve,020000,,,Each,Each,Each,Each,No,5.23,Augusta Sportswear,12.30,11.07,,11.07,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,,Taxable,,,,,,0,,,No,No,No,,,Accessories,Apparel,7/14/2026 10:42 am,7/14/2026 10:42 am,New,
220080,020000-Black-Small/Medium,Solid Arm Sleeve,,Badger Sport Solid Arm Sleeve,Badger Sport Solid Arm Sleeve,020000,,,Each,Each,Each,Each,No,5.23,Augusta Sportswear,12.30,11.07,,11.07,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,1,1,,,,0,,,No,No,No,,,Accessories,Apparel,7/14/2026 10:42 am,7/16/2026 2:11 pm,New,
220081,020000-Black-Youth,Solid Arm Sleeve,,Badger Sport Solid Arm Sleeve,Badger Sport Solid Arm Sleeve,020000,,,Each,Each,Each,Each,No,5.23,Augusta Sportswear,12.30,11.07,,11.07,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,,Taxable,,,,,,0,,,No,No,No,,,Accessories,Apparel,7/14/2026 10:42 am,7/14/2026 10:42 am,New,
114994,021795,3D Batting Helmet Decal,,3D Batting Helmet Decal,3D Batting Helmet Decal,021795,,,Each,Each,Each,Each,No,5.83,Procals/Sportdecals,8.99,8.09,,8.09,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Baseball,1/6/2026 5:53 am,5/12/2026 2:03 pm,,
202840,0275150134-Yellow/Blue/Red-5,Numero 10 V25,,Numero 10 V25 - Yellow/Blue/Red - Size 5,Numero 10 V25 - Yellow/Blue/Red - Size 5,0275150134,,,Each,Each,Each,Each,No,26.65,Select Sport America,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Balls,Soccer,1/7/2026 9:49 am,2/21/2026 2:06 am,,
211208,0275150137-Ye/Or/Pu-5,Numero 10 Turf Match NFHS V25,,Select Sport Numero 10 Turf Match NFHS V25,Select Sport Numero 10 Turf Match NFHS V25,0275150137,,,Each,Each,Each,Each,No,30.75,Select Sport America,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Equipment,Soccer,3/31/2026 11:56 am,4/7/2026 2:13 am,New,
132376,030100,Wide Headband,,Badger Sport Wide Headband,Badger Sport Wide Headband,030100,,,Each,Each,Each,Each,No,2.80,Augusta Sportswear,5.99,5.39,,5.39,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Apparel,1/6/2026 6:58 pm,6/16/2026 8:38 am,,
132378,030100-Royal,Wide Headband,,Badger Sport Wide Headband,Badger Sport Wide Headband,030100,,,Each,Each,Each,Each,No,3.27,Augusta Sportswear,5.99,5.39,,5.39,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Apparel,1/6/2026 6:58 pm,7/16/2026 2:02 pm,,
132377,030100-White,Wide Headband,,Badger Sport Wide Headband,Badger Sport Wide Headband,030100,,,Each,Each,Each,Each,No,3.27,Augusta Sportswear,5.99,5.39,,5.39,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Apparel,1/6/2026 6:58 pm,7/16/2026 2:02 pm,,
115525,030801-1500,Disposible Ice Bags,,Disposible Ice Bags,Disposible Ice Bags,030801,,,Roll,Roll,Roll,Roll,No,81.84,Mueller Sports Medicine,85.00,76.5,,76.5,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Medical/Fitness,1/6/2026 5:55 am,1/13/2026 4:41 am,,
115531,"050102-3""",Elastic Bandage,,Elastic Bandage,Elastic Bandage,050102,,,Each,Each,Each,Each,No,17.12,Mueller Sports Medicine,28.00,25.2,,25.2,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Medical/Fitness,1/6/2026 5:55 am,1/13/2026 4:41 am,,
115532,"050103-4""",Elastic Bandage,,Elastic Bandage,Elastic Bandage,050103,,,Each,Each,Each,Each,No,20.21,Mueller Sports Medicine,28.00,25.2,,25.2,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Medical/Fitness,1/6/2026 5:55 am,1/13/2026 4:41 am,,
115533,"050104-6""",Elastic Bandage,,Elastic Bandage,Elastic Bandage,050104,,,Each,Each,Each,Each,No,29.47,Mueller Sports Medicine,40.00,36,,36,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Medical/Fitness,1/6/2026 5:55 am,1/13/2026 4:41 am,,
213853,054X,EcoSmart Jersey Polo,,Hanes EcoSmart Jersey Polo,Hanes EcoSmart Jersey Polo,054X,,,Each,Each,Each,Each,No,7.30,S&S Activewear,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Tops : Polos,Apparel,4/22/2026 9:56 am,4/22/2026 9:56 am,New,
213855,054X-Forest Green-2X-Large,EcoSmart Jersey Polo,,Hanes EcoSmart Jersey Polo,Hanes EcoSmart Jersey Polo,054X,,,Each,Each,Each,Each,No,7.30,S&S Activewear,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,,,,No,No,No,,,Tops : Polos,Apparel,4/22/2026 9:56 am,5/1/2026 2:17 am,New,
207856,"070103- 4""x4""",Gauze Pads,,"Gauze Pads - 4"" x 4"" - - 100/Box","Gauze Pads - 4"" x 4"" - - 100/Box",070103,,,Each,Each,Each,Each,No,13.16,Mueller Sports Medicine,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,First Aid,Medical/Fitness,2/23/2026 5:07 pm,3/9/2026 3:39 pm,New,
115549,070313-Large,Nitrile Exam Gloves,,Nitrile Exam Gloves,Nitrile Exam Gloves,070313,,,Each,Each,Each,Each,No,20.59,Mueller Sports Medicine,22.00,19.8,,19.8,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Accessories,Medical/Fitness,1/6/2026 5:55 am,1/13/2026 4:41 am,,
91406,09591,Hip Numbers Set Of 250 - #1,,Hip Numbers Set Of 250 - #1,Hip Numbers Set Of 250 - #1,09591,,,Each,Each,Each,Each,No,15.51,Blazer Mfg Co,18.00,16.2,,16.2,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Field/Court Equipment,Track & Field,7/29/2025 10:38 am,5/4/2026 2:09 pm,,
91407,095910,Hip Numbers Set Of 250 - #10,,Hip Numbers Set Of 250 - #10,Hip Numbers Set Of 250 - #10,095910,,,Each,Each,Each,Each,No,15.51,Blazer Mfg Co,22.00,19.8,,19.8,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Field/Court Equipment,Track & Field,7/29/2025 10:38 am,5/6/2026 2:10 pm,,
91408,09592,Hip Numbers Set Of 250 - #2,,Hip Numbers Set Of 250 - #2,Hip Numbers Set Of 250 - #2,09592,,,Each,Each,Each,Each,No,15.51,Blazer Mfg Co,18.00,16.2,,16.2,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Field/Court Equipment,Track & Field,7/29/2025 10:38 am,5/4/2026 2:09 pm,,
91409,09593,Hip Numbers Set Of 250  - #3,,Hip Numbers Set Of 250  - #3,Hip Numbers Set Of 250  - #3,09593,,,Each,Each,Each,Each,No,15.51,Blazer Mfg Co,18.00,16.2,,16.2,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Field/Court Equipment,Track & Field,7/29/2025 10:38 am,5/4/2026 2:09 pm,,
91410,09594,Hip Numbers Set Of 250  - #4,,Hip Numbers Set Of 250  - #4,Hip Numbers Set Of 250  - #4,09594,,,Each,Each,Each,Each,No,15.51,Blazer Mfg Co,18.00,16.2,,16.2,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Field/Court Equipment,Track & Field,7/29/2025 10:38 am,5/4/2026 2:09 pm,,
91411,09595,Hip Numbers Set Of 250 - #5,,Hip Numbers Set Of 250 - #5,Hip Numbers Set Of 250 - #5,09595,,,Each,Each,Each,Each,No,15.51,Blazer Mfg Co,18.00,16.2,,16.2,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Field/Court Equipment,Track & Field,7/29/2025 10:38 am,5/4/2026 2:09 pm,,
91412,09596,Hip Numbers Set Of 250 - #6,,Hip Numbers Set Of 250 - #6,Hip Numbers Set Of 250 - #6,09596,,,Each,Each,Each,Each,No,15.51,Blazer Mfg Co,18.00,16.2,,16.2,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Field/Court Equipment,Track & Field,7/29/2025 10:38 am,5/4/2026 2:09 pm,,
91413,09597,Hip Numbers Set Of 250 - #7,,Hip Numbers Set Of 250 - #7,Hip Numbers Set Of 250 - #7,09597,,,Each,Each,Each,Each,No,15.51,Blazer Mfg Co,18.00,16.2,,16.2,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Field/Court Equipment,Track & Field,7/29/2025 10:38 am,5/4/2026 2:09 pm,,
91414,09598,Hip Numbers Set Of 250 - #8,,Hip Numbers Set Of 250 - #8,Hip Numbers Set Of 250 - #8,09598,,,Each,Each,Each,Each,No,15.51,Blazer Mfg Co,18.00,16.2,,16.2,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Field/Court Equipment,Track & Field,7/29/2025 10:38 am,5/4/2026 2:09 pm,,
91415,09599,Hip Numbers Set Of 250 - #9,,Hip Numbers Set Of 250 - #9,Hip Numbers Set Of 250 - #9,09599,,,Each,Each,Each,Each,No,15.51,Blazer Mfg Co,22.00,19.8,,19.8,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Field/Court Equipment,Track & Field,7/29/2025 10:38 am,5/4/2026 2:09 pm,,
98748,1000,COLORTONE TIE-DYED SHIRT,,,,1000,,,Each,Each,Each,Each,No,,S&S Activewear,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Tees,Apparel,1/5/2026 8:08 pm,4/25/2026 1:46 am,,
98759,1000-BKSH-X-Large,COLORTONE TIE-DYED SHIRT,,,,1000,,,Each,Each,Each,Each,No,,S&S Activewear,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Tops : Tees,Apparel,1/5/2026 8:08 pm,4/29/2026 2:11 pm,,
203360,1000-Small,Award Jacket,,Award Jacket,Award Jacket,1000,,,Each,Each,Each,Each,No,179.00,Ripon Athletic,0.00,0,,0,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,1,1,,,,0,,,No,No,No,,,Outerwear,Apparel,1/7/2026 2:51 pm,4/25/2026 1:41 am,,
171289,1000Jkt,Award Jacket,,Award Jacket,Award Jacket,1000Jkt,,,Each,Each,Each,Each,No,178.79,Ripon Athletic,0.00,0,,0,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Outerwear : Jackets,Apparel,1/7/2026 1:24 am,1/29/2026 4:20 pm,,
171294,1000Jkt-Medium,Award Jacket,,Award Jacket,Award Jacket,1000Jkt,,,Each,Each,Each,Each,No,232.65,Ripon Athletic,0.00,0,,0,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Outerwear : Jackets,Apparel,1/7/2026 1:24 am,2/20/2026 2:13 pm,,
202846,1000JKT-Large,Award Jacket,,Award Jacket,Award Jacket,1000JKT,,,Each,Each,Each,Each,No,,Ripon Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Outerwear : Jackets,Apparel,1/7/2026 9:49 am,2/20/2026 2:05 pm,,
87350,100101,Accubat Pro Model,,Accubat Pro Model,Accubat Pro Model,1001001,,,Each,Each,Each,Each,No,39.60,Markwort Sporting Goods Co,59.95,53.96,,53.96,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Field/Court Equipment,Baseball,7/29/2025 10:18 am,4/7/2026 2:09 am,,
219435,10145,Junior Pop Up Dummy,,Fisher Athletic Junior Pop Up Dummy,Fisher Athletic Junior Pop Up Dummy,10145,,,Each,Each,Each,Each,No,366.30,Fisher Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Equipment,Football,7/8/2026 8:15 am,7/8/2026 8:15 am,New,
219436,"10145-Black-45""",Junior Pop Up Dummy,,Fisher Athletic Junior Pop Up Dummy,Fisher Athletic Junior Pop Up Dummy,10145,,,Each,Each,Each,Each,No,366.30,Fisher Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,,Taxable,,,,,,0,,,No,No,No,,,Equipment,Football,7/8/2026 8:15 am,7/8/2026 8:15 am,New,
219437,"10145-Purple-45""",Junior Pop Up Dummy,,Fisher Athletic Junior Pop Up Dummy,Fisher Athletic Junior Pop Up Dummy,10145,,,Each,Each,Each,Each,No,366.30,Fisher Athletic,,,,,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,4,,4,0,,,No,No,No,,,Equipment,Football,7/8/2026 8:15 am,7/16/2026 2:09 pm,New,
160678,10155,Varsity Pop Up Dummy,,Fisher Athletic Varsity Pop Up Dummy,Fisher Athletic Varsity Pop Up Dummy,10155,,,Each,Each,Each,Each,No,421.00,Fisher Athletic,750.00,675,,675,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,,,,,,0,,,No,No,No,,,Field/Court Equipment,Football,1/6/2026 11:07 pm,6/25/2026 9:42 am,,
160681,"10155-Black-60""",Varsity Pop Up Dummy,,Fisher Athletic Varsity Pop Up Dummy,Fisher Athletic Varsity Pop Up Dummy,10155,,,Each,Each,Each,Each,No,421.00,Fisher Athletic,750.00,675,,675,SALES OF MERCHANDISE,INVENTORY,COST OF MERCHANDISE SOLD,Average,No,Taxable,1,1,,,,0,,,No,No,No,,,Field/Court Equipment,Football,1/6/2026 11:07 pm,6/25/2026 9:42 am,,
